,Season,TeamName,KeyField,CONF,SEED,WL%,EFGPct-OFF,TOPct,ORPct,FTRate,EFGPct-DEF,TOPct.1,ORPct.1,FTRate.1,Off_1-POINTDIST,Off_2,Off_3,Def_1,Def_2,Def_3,FG2Pct-MISC,FG3Pct,FTPct,BlockPct,OppFG2Pct,OppFG3Pct,OppFTPct,OppBlockPct,FG3Rate,OppFG3Rate,ARate,OppARate,StlRate,OppStlRate,DFP,AdjTempo,Tempo-SUMM,OE,AdjOE,DE,AdjDE,AdjEM,TARGET16,WScore,Season,TeamName,KeyField,CONF,SEED,WL%,EFGPct-OFF,TOPct,ORPct,FTRate,EFGPct-DEF,TOPct.1,ORPct.1,FTRate.1,Off_1-POINTDIST,Off_2,Off_3,Def_1,Def_2,Def_3,FG2Pct-MISC,FG3Pct,FTPct,BlockPct,OppFG2Pct,OppFG3Pct,OppFTPct,OppBlockPct,FG3Rate,OppFG3Rate,ARate,OppARate,StlRate,OppStlRate,DFP,AdjTempo,Tempo-SUMM,OE,AdjOE,DE,AdjDE,AdjEM,TARGET16,LScore,score_delta
3758,2007,Pittsburgh,2007Pittsburgh,2.0,3.0,3.625,46.0949,18.5254,31.7479,31.1913,46.0949,18.5254,31.7479,31.1913,18.43,55.5176,26.0523,19.7504,52.2375,28.011999999999997,50.9749,38.2304,66.1224,10.0681,45.95,30.9117,72.7417,7.5209,29.4349,34.7009,67.3257,54.0049,0.0822,0.0801,3.6,73.59,72.75,94.74,96.87,109.99,102.86,-5.99,0.0,79,2007,Wright St.,2007Wright St.,14.0,14.0,2.3,48.5614,21.9231,32.2596,32.6483,48.5614,21.9231,32.2596,32.6483,19.4353,55.1529,25.4118,19.3564,48.1716,32.472,47.681000000000004,34.5489,73.227,4.9116,48.5265,32.4088,71.4029,7.3229999999999995,29.7714,40.2231,52.4804,58.7989,0.0942,0.075,-1.3,72.04,71.23,82.41,80.49,100.55,103.6,-23.11,0.0,58,21
3817,2007,Texas A&M,2007Texas A&M,27.0,3.0,3.857142857,42.7775,21.7087,29.8288,38.3714,42.7775,21.7087,29.8288,38.3714,20.9728,53.93,25.0973,24.096999999999998,47.6992,28.2039,52.7799,42.1569,71.5803,9.5113,42.0593,29.3663,70.7849,7.6161,27.9759,36.0848,65.0881,55.8036,0.0996,0.0719,6.6,66.88,64.07,93.08,88.29,99.96,99.98,-11.69,0.0,68,2007,Penn,2007Penn,15.0,14.0,2.444444444,49.5721,22.8963,34.3936,35.0244,49.5721,22.8963,34.3936,35.0244,19.0909,56.3636,24.5455,19.9408,52.8134,27.2458,53.6797,36.0,67.0927,7.8924,47.9821,35.3167,70.5061,8.658,30.2115,31.846,63.5,53.2684,0.1228,0.1037,7.8,68.68,66.8,97.8,95.82,103.94,101.62,-5.81,0.0,52,16
3835,2007,UCLA,2007UCLA,23.0,2.0,5.0,47.6376,23.2345,29.9323,30.1834,47.6376,23.2345,29.9323,30.1834,16.969,54.736000000000004,28.295,18.1471,56.9245,24.9284,52.473,37.084,66.7195,8.2886,45.7406,35.0806,69.9816,7.8825,32.7792,27.5709,55.0931,55.0649,0.1133,0.0797,11.5,68.31,66.38,99.4,93.34,107.07,107.2,-13.86,0.0,70,2007,Weber St.,2007Weber St.,9.0,15.0,1.6666666669999999,50.2426,20.1009,33.2999,32.8684,50.2426,20.1009,33.2999,32.8684,24.7169,51.5017,23.7814,18.6149,53.831,27.554000000000002,52.0916,38.7019,67.0227,6.7781,50.8821,32.6923,69.9262,9.4622,29.2958,34.6877,56.8713,53.4694,0.0969,0.0939,4.5,71.92,70.96,88.91,87.34,104.75,105.61,-18.26,0.0,42,28
3851,2007,VCU,2007VCU,1.0,11.0,4.0,50.9738,23.7734,32.939,37.3957,50.9738,23.7734,32.939,37.3957,22.0868,50.0381,27.8751,20.2091,53.1359,26.6551,48.2379,40.0657,72.7729,8.6601,49.8366,35.6021,69.0476,8.5169,30.898000000000003,31.8865,52.7192,49.6314,0.1213,0.08,12.2,68.85,66.81,94.4,94.47,110.01,110.75,-16.29,0.0,79,2007,Duke,2007Duke,2.0,6.0,2.0,46.0541,22.0953,30.6975,29.5254,46.0541,22.0953,30.6975,29.5254,20.706,53.7236,25.5704,18.465999999999998,61.1627,20.3713,50.5673,38.0769,68.9112,11.4515,45.6601,31.5193,70.6542,9.3193,29.6465,24.3377,52.6764,49.0196,0.1093,0.1134,16.6,71.61,70.16,107.69,107.51,101.91,96.84,10.68,0.0,77,2
3850,2007,Vanderbilt,2007Vanderbilt,27.0,6.0,1.8333333330000001,50.6091,21.7802,33.5324,31.5148,50.6091,21.7802,33.5324,31.5148,18.2183,44.9438,36.8379,17.9124,51.2887,30.799,51.0483,37.2716,73.1079,7.2925,50.0419,34.3885,70.084,10.0273,42.805,36.8114,63.7413,53.4689,0.1071,0.0927,3.7,67.27,66.64,96.76,93.74,108.78,109.85,-16.11,0.0,77,2007,George Washington,2007George Washington,1.0,11.0,2.555555556,47.6162,24.6839,34.4828,38.4386,47.6162,24.6839,34.4828,38.4386,19.0476,58.1219,22.8304,22.6899,46.5409,30.7692,48.9505,36.7742,70.0491,13.7998,46.7444,32.6656,72.7132,6.4468,25.8477,38.677,56.068000000000005,60.6061,0.1365,0.0954,-0.4,72.5,72.06,107.03,104.31,100.19,97.09,7.21,16.0,44,33
3860,2007,Washington St.,2007Washington St.,23.0,3.0,3.25,46.1802,21.8279,31.5013,33.6374,46.1802,21.8279,31.5013,33.6374,18.6978,55.4333,25.8689,19.9605,50.0988,29.9407,50.3597,37.1917,71.6695,13.549000000000001,44.3182,33.1148,68.4746,6.6347,29.64,34.7777,57.1429,45.9803,0.1056,0.0729,13.0,67.81,66.61,93.21,90.37,109.49,108.32,-17.95,0.0,70,2007,Oral Roberts,2007Oral Roberts,29.0,14.0,2.090909091,46.9509,19.971,30.9565,32.4879,46.9509,19.971,30.9565,32.4879,24.1379,50.5747,25.2874,19.6305,55.7044,24.6651,51.1188,36.9403,70.7865,11.0856,46.1009,32.6606,70.598,6.3683,31.5665,29.4118,55.9343,44.4302,0.0915,0.0829,15.5,69.28,66.57,96.15,95.93,106.58,101.17,-5.23,8.0,54,16
3875,2007,Xavier,2007Xavier,8.0,9.0,2.777777778,48.2786,21.0253,32.7855,29.108,48.2786,21.0253,32.7855,29.108,24.2004,44.7013,31.0983,16.921,56.2837,26.7953,52.968,39.0421,74.14399999999999,9.2535,48.7558,31.5372,67.5627,9.2237,38.6211,32.916,59.8351,53.8741,0.0845,0.0828,4.9,68.2,66.45,85.86,81.34,106.06,105.97,-24.63,0.0,79,2007,BYU,2007BYU,32.0,8.0,2.777777778,48.9311,18.7881,29.1684,36.9321,48.9311,18.7881,29.1684,36.9321,17.2022,53.9969,28.8009,20.6329,54.0095,25.3576,52.3556,40.9015,65.9159,8.7356,47.7395,34.4523,68.8857,8.0547,31.2794,30.2512,55.1392,50.6112,0.083,0.0957,12.9,65.71,63.64,112.22,112.25,98.05,94.57,17.68,0.0,77,2
3625,2007,Florida,2007Florida,27.0,1.0,7.0,45.2019,18.7621,28.1303,27.7464,45.2019,18.7621,28.1303,27.7464,20.2318,51.8635,27.9048,16.852999999999998,58.4665,24.6805,58.7234,40.8528,69.23899999999999,12.2707,46.2998,28.5319,66.0407,6.9504,34.0197,31.3504,54.7556,45.7356,0.0988,0.1066,13.1,66.38,63.64,107.9,106.09,101.88,97.82,8.27,0.0,112,2007,Jackson St.,2007Jackson St.,30.0,16.0,1.5,50.2059,24.0156,38.0875,42.666000000000004,50.2059,24.0156,38.0875,42.666000000000004,21.5085,54.6208,23.8707,21.8975,52.7622,25.3403,45.9874,31.5789,70.9016,7.8728,49.8864,33.9228,65.9831,9.6999,29.7893,32.0124,53.583999999999996,51.7241,0.1123,0.0908,8.9,68.44,65.73,105.22,101.15,96.78,97.11,4.04,0.0,69,43
3668,2007,Kansas,2007Kansas,7.0,1.0,6.6,43.4691,23.6634,30.2708,33.9888,43.4691,23.6634,30.2708,33.9888,17.9651,58.7643,23.2707,20.7765,47.3549,31.8686,52.8063,39.5548,65.9679,18.1818,41.02,31.8008,67.0799,6.9403,26.0598,36.6573,58.8608,52.6119,0.131,0.0977,7.4,68.46,66.84,100.62,99.18,95.89,95.69,3.5,0.0,107,2007,Niagara,2007Niagara,16.0,16.0,1.9166666669999999,52.2618,19.2451,32.1003,30.9432,52.2618,19.2451,32.1003,30.9432,22.6827,46.3451,30.9721,16.7497,57.0333,26.2169,46.3801,34.2929,73.0583,3.8141,51.595,35.8491,67.9627,8.5973,37.6,30.6064,52.5309,52.8807,0.0908,0.0863,7.5,66.63,63.87,97.48,97.03,104.03,99.72,-2.69,0.0,67,40
3672,2007,Kentucky,2007Kentucky,27.0,8.0,1.8333333330000001,47.4252,18.4467,32.1681,27.8568,47.4252,18.4467,32.1681,27.8568,19.4311,52.8045,27.7644,15.9861,50.6516,33.3623,54.1051,35.4839,70.2899,12.5687,45.7973,33.4204,64.7887,8.9491,34.8315,37.5674,60.3371,52.5626,0.0864,0.102,1.0,71.76,69.5,108.05,105.77,106.81,102.8,2.97,0.0,67,2007,Villanova,2007Villanova,8.0,9.0,2.0,48.1526,23.0827,32.0519,41.9746,48.1526,23.0827,32.0519,41.9746,25.098000000000003,43.1373,31.7647,23.2625,42.8571,33.8803,46.1323,35.2174,78.2609,10.537,44.9848,35.241,69.5527,13.1407,39.1378,40.218,54.4715,56.0472,0.1199,0.095,3.5,68.79,66.74,94.64,90,105.53,106.57,-16.57,0.0,58,9
3699,2007,Memphis,2007Memphis,4.0,2.0,8.25,43.7344,23.6472,31.8064,42.6361,43.7344,23.6472,31.8064,42.6361,20.2879,51.1309,28.5812,24.9036,51.6931,23.4033,51.2011,35.101,62.1196,15.2602,42.4051,31.3253,68.0328,9.6088,35.2157,29.0065,52.4414,50.0637,0.132,0.0807,16.5,63.14,62.62,103.89,100.47,104.73,100.63,-0.16,0.0,73,2007,North Texas,2007North Texas,13.0,15.0,2.090909091,48.5593,21.2401,32.4816,41.9209,48.5593,21.2401,32.4816,41.9209,20.2132,53.3049,26.4819,23.156,46.9379,29.9061,48.4121,37.9817,65.4696,11.7194,44.9102,37.1048,69.8113,8.9078,29.6841,33.9548,46.273999999999994,45.1872,0.0858,0.0871,14.1,68.77,67.61,94.06,95.29,102.35,99.04,-3.75,0.0,58,15
3722,2007,Nevada,2007Nevada,20.0,7.0,5.8,45.5045,16.4654,30.6356,28.5215,45.5045,16.4654,30.6356,28.5215,18.4138,52.8465,28.7397,18.4423,57.1173,24.4405,51.928999999999995,40.5316,75.89,9.9859,44.8664,31.3793,72.1541,6.712999999999999,31.7176,28.971,59.4329,53.4146,0.0783,0.0868,7.3,74.51,74.68,111.39,108.3,112.26,110.81,-2.51,0.0,77,2007,Creighton,2007Creighton,8.0,10.0,2.0,48.0622,21.9219,31.6822,31.4739,48.0622,21.9219,31.6822,31.4739,24.0991,48.1982,27.7027,18.5977,48.732,32.6703,50.7109,33.7727,75.3521,7.7209,45.5814,34.8726,69.7761,10.7109,36.5223,36.8761,59.5946,55.2891,0.1016,0.0934,2.9,65.27,62.7,102.45,104.24,96.52,91.06,13.17,0.0,71,6
3752,2007,Oregon,2007Oregon,23.0,3.0,3.625,49.2289,21.6501,32.6113,28.6265,49.2289,21.6501,32.6113,28.6265,18.917,43.6765,37.4065,16.6122,56.0816,27.3061,49.6759,39.019,76.0745,5.4054,50.1826,31.5864,68.5185,12.2366,42.0929,34.0241,53.271,50.1099,0.102,0.0848,6.7,69.09,67.39,109.8,102.43,106.08,107.83,-5.39,0.0,58,2007,Miami OH,2007Miami OH,17.0,14.0,1.2,45.7195,19.4452,31.842,34.1227,45.7195,19.4452,31.842,34.1227,17.9918,56.1672,25.840999999999998,20.5277,53.1926,26.2797,52.1287,33.2677,70.8835,11.9258,44.523,32.233000000000004,69.2171,8.9877,32.4601,31.269000000000002,58.4722,47.1642,0.0952,0.1171,13.4,74.31,73.75,109.93,106.17,109.9,107.03,-0.86,0.0,56,2
3764,2007,Purdue,2007Purdue,6.0,9.0,1.8333333330000001,48.0297,24.3971,32.8447,38.6065,48.0297,24.3971,32.8447,38.6065,19.8232,52.5253,27.6515,21.8765,51.3702,26.7534,51.1475,35.6678,67.7698,7.6395,47.4678,32.7645,69.6746,10.8197,33.4787,33.4666,55.1601,57.5839,0.1193,0.1056,6.6,68.55,66.78,95.33,93.82,103.14,100.51,-6.69,0.0,72,2007,Arizona,2007Arizona,23.0,8.0,1.8181818180000002,50.7157,16.9738,31.421,19.5296,50.7157,16.9738,31.421,19.5296,22.8796,55.7716,21.3488,11.7045,53.5826,34.713,53.2806,34.0594,75.0339,8.4913,49.629,34.9933,68.8482,6.5613,28.5311,37.9857,59.2199,56.7285,0.0858,0.0849,-4.8,67.6,66.09,105.64,108.25,92.61,85.49,22.76,0.0,63,9
3798,2007,Southern Illinois,2007Southern Illinois,19.0,4.0,4.1428571430000005,48.063,24.509,28.8344,49.7045,48.063,24.509,28.8344,49.7045,23.2895,46.9415,29.7689,26.6165,47.8195,25.5639,49.7121,36.8687,69.179,10.939,46.1762,34.6939,70.1453,8.3493,36.3081,32.1733,54.5455,51.7774,0.1049,0.1082,18.1,72.69,69.7,101.71,99.05,108.84,108.74,-9.69,0.0,61,2007,Holy Cross,2007Holy Cross,24.0,13.0,2.777777778,47.7918,26.0877,30.1288,38.9905,47.7918,26.0877,30.1288,38.9905,23.2151,50.3915,26.3934,22.3873,46.4139,31.1988,46.7122,35.1103,73.3624,11.7591,43.3078,37.6623,70.712,6.4902,31.7201,34.0063,62.7371,60.6707,0.1507,0.0986,7.0,70.49,68.89,104.47,103.73,103.44,98.06,5.67,0.0,51,10
3812,2007,Tennessee,2007Tennessee,27.0,5.0,2.1818181819999998,51.81,24.0273,34.7718,39.1151,51.81,24.0273,34.7718,39.1151,19.1452,46.2028,34.6521,21.5455,50.7042,27.7503,50.6192,36.4955,65.3012,8.3721,51.6279,34.7639,72.7506,11.4551,40.9506,35.1433,55.6575,55.3355,0.1302,0.0853,5.4,64.44,61.51,98.56,94.94,105.9,105.58,-10.64,0.0,121,2007,Long Beach St.,2007Long Beach St.,11.0,12.0,3.0,51.2372,21.8595,34.5185,32.2754,51.2372,21.8595,34.5185,32.2754,18.8649,49.0008,32.1343,18.5201,50.0428,31.4371,50.3284,37.7997,70.5531,6.8966,48.0296,38.2215,72.1667,6.3218,36.7929,34.4809,50.0568,56.988,0.0996,0.0881,1.8,68.13,67.49,108.22,106.6,107.87,104.49,2.11,0.0,86,35
3816,2007,Texas,2007Texas,7.0,4.0,2.5,47.6409,19.6132,34.3267,29.7297,47.6409,19.6132,34.3267,29.7297,21.8881,45.8042,32.3077,17.689,48.5952,33.7159,47.7058,38.8889,73.6471,14.1219,44.0143,36.0406,68.8752,8.2302,36.582,36.0971,50.5711,54.8998,0.1044,0.0801,0.2,66.7,65.8,94.73,91.01,102.96,102.19,-11.18,4.0,79,2007,New Mexico St.,2007New Mexico St.,31.0,13.0,2.777777778,49.4436,22.7925,32.8625,39.0567,49.4436,22.7925,32.8625,39.0567,24.1379,53.0564,22.8056,21.7938,50.7963,27.4099,50.864,38.9558,65.3234,7.365,49.5908,32.782,70.5563,9.5417,27.228,35.2411,51.8944,50.1214,0.0976,0.0901,9.5,68.05,67.03,103.33,98.01,103.98,100.64,-2.64,0.0,67,12
3841,2007,UNLV,2007UNLV,20.0,7.0,4.285714286,48.4171,22.2666,34.7454,34.8241,48.4171,22.2666,34.7454,34.8241,19.0033,49.7583,31.2384,20.207,51.8427,27.9503,49.0829,35.9435,71.4685,14.4036,46.9617,34.2466,70.4185,6.8966,36.3679,33.0151,55.9536,48.7662,0.1169,0.0766,9.1,67.46,66.96,86.99,84.56,96.19,99.72,-15.16,4.0,67,2007,Georgia Tech,2007Georgia Tech,2.0,10.0,1.6666666669999999,49.7062,23.7933,32.6626,44.2421,49.7062,23.7933,32.6626,44.2421,17.6541,58.3698,23.9761,23.8524,49.1449,27.0027,53.6158,37.2222,68.0982,10.392000000000001,49.7721,33.0579,70.3851,7.0124,28.2871,35.5464,52.5134,60.3217,0.14,0.0992,4.9,63.05,60.53,103.84,102.62,94.81,95.89,6.73,0.0,63,4
3842,2007,USC,2007USC,23.0,5.0,2.083333333,44.6716,20.6995,33.5522,30.5466,44.6716,20.6995,33.5522,30.5466,20.9714,55.6476,23.381,19.3949,49.8964,30.7087,50.4437,39.5038,71.5019,10.7246,43.6232,30.9912,70.3759,7.0307,26.3449,36.61,49.8943,50.0589,0.0809,0.0864,5.1,66.33,64.79,88.46,88.6,106.9,103.9,-15.3,0.0,77,2007,Arkansas,2007Arkansas,27.0,12.0,1.5,46.7148,20.3443,33.0958,30.8611,46.7148,20.3443,33.0958,30.8611,20.6273,53.7998,25.573,18.7797,52.0121,29.2081,51.5806,34.584,70.274,16.6667,45.3243,32.9429,70.0,9.0208,32.0942,33.997,59.1373,52.5424,0.1011,0.1129,4.9,73.79,72.34,107.78,108.24,92.87,86.26,21.98,0.0,60,17
3854,2007,Virginia,2007Virginia,2.0,4.0,1.9090909090000001,47.2776,18.8846,32.6105,35.2022,47.2776,18.8846,32.6105,35.2022,23.9601,44.5923,31.4476,20.8126,47.4944,31.693,48.0287,36.6812,74.5149,8.3263,44.2389,35.1351,70.5972,10.3047,38.1032,35.903,50.5076,57.8947,0.0655,0.0678,1.0,66.23,64.06,92.8,88.55,108.17,105.38,-16.83,0.0,84,2007,Albany,2007Albany,3.0,13.0,2.3,49.7636,21.4004,30.9167,38.1797,49.7636,21.4004,30.9167,38.1797,18.6524,50.9594,30.3882,21.4552,50.5597,27.9851,49.566,37.2131,72.1934,7.3345,48.4794,34.8432,71.2074,11.3715,34.6198,33.9243,54.6366,53.504,0.0902,0.0949,8.7,66.12,64.35,109.75,110.96,92.73,84.44,26.52,0.0,57,27
